State,Year,Strain,Cases
Ohio,2016,B,31.0
Ohio,2017,B,127.0
Ohio,2018,B,12.0
Ohio,2019,B,266.0
Ohio,2020,B,3.0
Ohio,2021,B,3.0
Ohio,2022,B,0.0
Ohio,2023,B,4.0
Ohio,2024,B,8.0
Oklahoma,2015,B,8.0
Oklahoma,2016,B,18.0
Oklahoma,2017,B,53.0
Oklahoma,2018,B,0.0
Oklahoma,2019,B,104.0
Oklahoma,2020,B,0.0
Oklahoma,2021,B,0.0
Oklahoma,2022,B,0.0
Oklahoma,2023,B,0.0
Oklahoma,2024,B,1.0
Oregon,2015,B,183.0
Oregon,2016,B,53.0
Oregon,2017,B,389.0
Oregon,2018,B,0.0
Oregon,2019,B,313.0
Oregon,2020,B,1.0
Oregon,2021,B,1.0
Oregon,2022,B,1.0
Oregon,2023,B,2.0
Oregon,2024,B,65.0
Pennsylvania,2015,B,10.0
Pennsylvania,2016,B,8.0
Pennsylvania,2017,B,5.0
Pennsylvania,2018,B,52.0
Pennsylvania,2019,B,307.0
Pennsylvania,2020,B,1.0
Pennsylvania,2021,B,22.0
Pennsylvania,2022,B,0.0
Pennsylvania,2023,B,10.0
Pennsylvania,2024,B,4.0
Puerto Rico,2015,B,31.0
Puerto Rico,2016,B,19.0
Puerto Rico,2017,B,4.0
Puerto Rico,2018,B,10.0
Puerto Rico,2019,B,59.0
Puerto Rico,2020,B,0.0
Puerto Rico,2021,B,0.0
Puerto Rico,2022,B,0.0
Puerto Rico,2023,B,0.0
Puerto Rico,2024,B,0.0
Rhode Island,2015,B,1.0
Rhode Island,2016,B,0.0
Rhode Island,2017,B,0.0
Rhode Island,2018,B,1.0
Rhode Island,2019,B,5.0
Rhode Island,2020,B,0.0
Rhode Island,2021,B,0.0
Rhode Island,2022,B,2.0
Rhode Island,2023,B,31.0
Rhode Island,2024,B,185.0
South Carolina,2015,B,1.0
South Carolina,2016,B,22.0
South Carolina,2017,B,15.0
South Carolina,2018,B,0.0
South Carolina,2019,B,97.0
South Carolina,2020,B,0.0
South Carolina,2021,B,0.0
South Carolina,2022,B,1.0
South Carolina,2023,B,17.0
South Carolina,2024,B,0.0
South Dakota,2015,B,6.0
South Dakota,2016,B,16.0
South Dakota,2017,B,12.0
South Dakota,2018,B,9.0
South Dakota,2019,B,53.0
South Dakota,2020,B,1.0
South Dakota,2021,B,3.0
South Dakota,2022,B,1.0
South Dakota,2023,B,12.0
South Dakota,2024,B,14.0
Tennessee,2015,B,71.0
Tennessee,2016,B,135.0
Tennessee,2017,B,157.0
Tennessee,2018,B,0.0
Tennessee,2019,B,0.0
Tennessee,2020,B,1.0
Tennessee,2021,B,0.0
Tennessee,2022,B,1.0
Tennessee,2023,B,4.0
Tennessee,2024,B,1.0
Texas,2015,B,87.0
Texas,2016,B,51.0
Texas,2017,B,162.0
Texas,2018,B,44.0
Texas,2019,B,238.0
Texas,2020,B,1.0
Texas,2021,B,7.0
Texas,2022,B,56.0
Texas,2023,B,9.0
Texas,2024,B,41.0
Utah,2015,B,20.0
Utah,2016,B,7.0
Utah,2017,B,15.0
Utah,2018,B,2.0
Utah,2019,B,25.0
Utah,2020,B,0.0
Utah,2021,B,0.0
Utah,2022,B,0.0
Utah,2023,B,1.0
Utah,2024,B,0.0
Vermont,2015,B,31.0
Vermont,2016,B,51.0
Vermont,2017,B,58.0
Vermont,2018,B,0.0
Vermont,2019,B,0.0
Vermont,2020,B,0.0
Vermont,2021,B,0.0
Vermont,2022,B,0.0
Vermont,2023,B,1.0
Vermont,2024,B,0.0
Virgin Islands,2015,B,0.0
Virgin Islands,2016,B,0.0
Virgin Islands,2017,B,0.0
Virgin Islands,2018,B,0.0
Virgin Islands,2019,B,0.0
Virgin Islands,2020,B,0.0
Virgin Islands,2021,B,0.0
Virgin Islands,2022,B,0.0
Virgin Islands,2023,B,0.0
Virgin Islands,2024,B,0.0
Virginia,2015,B,78.0
Virginia,2016,B,31.0
Virginia,2017,B,72.0
Virginia,2018,B,2.0
Virginia,2019,B,160.0
Virginia,2020,B,0.0
Virginia,2021,B,0.0
Virginia,2022,B,0.0
Virginia,2023,B,1.0
Virginia,2024,B,3.0
Washington,2015,B,93.0
Washington,2016,B,19.0
Washington,2017,B,73.0
Washington,2018,B,6.0
Washington,2019,B,182.0
Washington,2020,B,0.0
Washington,2021,B,1.0
Washington,2022,B,4.0
Washington,2023,B,14.0
Washington,2024,B,60.0
West Virginia,2015,B,96.0
West Virginia,2016,B,127.0
West Virginia,2017,B,12.0
West Virginia,2018,B,0.0
West Virginia,2019,B,1.0
West Virginia,2020,B,0.0
West Virginia,2021,B,0.0
West Virginia,2022,B,0.0
West Virginia,2023,B,13.0
West Virginia,2024,B,0.0
Wisconsin,2015,B,1.0
Wisconsin,2016,B,6.0
Wisconsin,2017,B,0.0
Wisconsin,2018,B,1.0
Wisconsin,2019,B,7.0
Wisconsin,2020,B,2.0
Wisconsin,2021,B,4.0
Wisconsin,2022,B,4.0
Wisconsin,2023,B,11.0
Wisconsin,2024,B,4.0
Wyoming,2015,B,2.0
Wyoming,2016,B,12.0
Wyoming,2017,B,16.0
Wyoming,2018,B,4.0
Wyoming,2019,B,4.0
Wyoming,2020,B,19.0
Wyoming,2021,B,11.0
Wyoming,2022,B,11.0
Wyoming,2023,B,21.0
Wyoming,2024,B,0.0
Alabama,2015,BVic,2.0
Alabama,2016,BVic,15.0
Alabama,2017,BVic,4.0
Alabama,2018,BVic,20.0
Alabama,2019,BVic,123.0
Alabama,2020,BVic,0.0
Alabama,2021,BVic,0.0
Alabama,2022,BVic,0.0
Alabama,2023,BVic,13.0
Alabama,2024,BVic,0.0
Alaska,2015,BVic,1.0
Alaska,2016,BVic,2.0
Alaska,2017,BVic,1.0
Alaska,2018,BVic,0.0
Alaska,2019,BVic,0.0
Alaska,2020,BVic,0.0
Alaska,2021,BVic,8.0
Alaska,2022,BVic,10.0
Alaska,2023,BVic,0.0
Alaska,2024,BVic,19.0
American Samoa,2015,BVic,0.0
American Samoa,2016,BVic,0.0
American Samoa,2017,BVic,0.0
American Samoa,2018,BVic,0.0
American Samoa,2019,BVic,0.0
American Samoa,2020,BVic,0.0
American Samoa,2021,BVic,0.0
American Samoa,2022,BVic,0.0
American Samoa,2023,BVic,0.0
American Samoa,2024,BVic,0.0
Arizona,2015,BVic,58.0
Arizona,2016,BVic,227.0
Arizona,2017,BVic,197.0
Arizona,2018,BVic,30.0
Arizona,2019,BVic,560.0
Arizona,2020,BVic,1.0
Arizona,2021,BVic,4.0
Arizona,2022,BVic,136.0
Arizona,2023,BVic,220.0
Arizona,2024,BVic,4.0
Arkansas,2015,BVic,12.0
Arkansas,2016,BVic,4.0
Arkansas,2017,BVic,0.0
Arkansas,2018,BVic,2.0
Arkansas,2019,BVic,45.0
Arkansas,2020,BVic,0.0
Arkansas,2021,BVic,0.0
Arkansas,2022,BVic,2.0
Arkansas,2023,BVic,36.0
Arkansas,2024,BVic,6.0
California,2015,BVic,309.0
California,2016,BVic,28.0
California,2017,BVic,282.0
California,2018,BVic,33.0
California,2019,BVic,1742.0
California,2020,BVic,1.0
California,2021,BVic,2.0
California,2022,BVic,56.0
California,2023,BVic,339.0
California,2024,BVic,426.0
Colorado,2015,BVic,40.0
Colorado,2016,BVic,31.0
Colorado,2017,BVic,2.0
Colorado,2018,BVic,16.0
Colorado,2019,BVic,187.0
Colorado,2020,BVic,0.0
Colorado,2021,BVic,1.0
Colorado,2022,BVic,101.0
Colorado,2023,BVic,303.0
Colorado,2024,BVic,8.0
Connecticut,2015,BVic,0.0
Connecticut,2016,BVic,62.0
Connecticut,2017,BVic,47.0
Connecticut,2018,BVic,4.0
Connecticut,2019,BVic,410.0
Connecticut,2020,BVic,1.0
Connecticut,2021,BVic,0.0
Connecticut,2022,BVic,4.0
Connecticut,2023,BVic,190.0
Connecticut,2024,BVic,3.0
Delaware,2015,BVic,78.0
Delaware,2016,BVic,27.0
Delaware,2017,BVic,100.0
Delaware,2018,BVic,8.0
Delaware,2019,BVic,359.0
Delaware,2020,BVic,0.0
Delaware,2021,BVic,1.0
Delaware,2022,BVic,11.0
Delaware,2023,BVic,172.0
Delaware,2024,BVic,1.0
District of Columbia,2015,BVic,0.0
District of Columbia,2016,BVic,0.0
District of Columbia,2017,BVic,5.0
District of Columbia,2018,BVic,19.0
District of Columbia,2019,BVic,120.0
District of Columbia,2020,BVic,0.0
District of Columbia,2021,BVic,0.0
District of Columbia,2022,BVic,19.0
District of Columbia,2023,BVic,202.0
District of Columbia,2024,BVic,59.0
Florida,2015,BVic,1.0
Florida,2016,BVic,6.0
Florida,2017,BVic,9.0
Florida,2018,BVic,93.0
Florida,2019,BVic,525.0
Florida,2020,BVic,2.0
Florida,2021,BVic,0.0
Florida,2022,BVic,132.0
Florida,2023,BVic,365.0
Florida,2024,BVic,1.0
Georgia,2015,BVic,38.0
Georgia,2016,BVic,333.0
Georgia,2017,BVic,6.0
Georgia,2018,BVic,13.0
Georgia,2019,BVic,286.0
Georgia,2020,BVic,0.0
Georgia,2021,BVic,4.0
Georgia,2022,BVic,155.0
Georgia,2023,BVic,480.0
Georgia,2024,BVic,1.0
Hawaii,2015,BVic,80.0
Hawaii,2016,BVic,89.0
Hawaii,2017,BVic,42.0
Hawaii,2018,BVic,205.0
Hawaii,2019,BVic,441.0
Hawaii,2020,BVic,0.0
Hawaii,2021,BVic,4.0
Hawaii,2022,BVic,44.0
Hawaii,2023,BVic,178.0
Hawaii,2024,BVic,47.0
Idaho,2015,BVic,28.0
Idaho,2016,BVic,16.0
Idaho,2017,BVic,9.0
Idaho,2018,BVic,8.0
Idaho,2019,BVic,913.0
Idaho,2020,BVic,0.0
Idaho,2021,BVic,0.0
Idaho,2022,BVic,5.0
Idaho,2023,BVic,185.0
Idaho,2024,BVic,13.0
Illinois,2015,BVic,21.0
Illinois,2016,BVic,325.0
Illinois,2017,BVic,1.0
Illinois,2018,BVic,4.0
Illinois,2019,BVic,268.0
Illinois,2020,BVic,0.0
Illinois,2021,BVic,0.0
Illinois,2022,BVic,3.0
Illinois,2023,BVic,88.0
Illinois,2024,BVic,33.0
Indiana,2015,BVic,31.0
Indiana,2016,BVic,112.0
Indiana,2017,BVic,14.0
Indiana,2018,BVic,11.0
Indiana,2019,BVic,250.0
Indiana,2020,BVic,0.0
Indiana,2021,BVic,0.0
Indiana,2022,BVic,4.0
Indiana,2023,BVic,50.0
Indiana,2024,BVic,6.0
Iowa,2015,BVic,26.0
Iowa,2016,BVic,79.0
Iowa,2017,BVic,2.0
Iowa,2018,BVic,27.0
Iowa,2019,BVic,629.0
Iowa,2020,BVic,0.0
Iowa,2021,BVic,0.0
Iowa,2022,BVic,115.0
Iowa,2023,BVic,245.0
Iowa,2024,BVic,0.0
Kansas,2015,BVic,6.0
Kansas,2016,BVic,2.0
Kansas,2017,BVic,2.0
Kansas,2018,BVic,0.0
Kansas,2019,BVic,7.0
Kansas,2020,BVic,0.0
Kansas,2021,BVic,0.0
Kansas,2022,BVic,4.0
Kansas,2023,BVic,15.0
Kansas,2024,BVic,0.0
Kentucky,2015,BVic,5.0
Kentucky,2016,BVic,3.0
Kentucky,2017,BVic,13.0
Kentucky,2018,BVic,2.0
Kentucky,2019,BVic,88.0
Kentucky,2020,BVic,0.0
Kentucky,2021,BVic,0.0
Kentucky,2022,BVic,2.0
Kentucky,2023,BVic,175.0
Kentucky,2024,BVic,1.0
Louisiana,2015,BVic,0.0
Louisiana,2016,BVic,37.0
Louisiana,2017,BVic,3.0
Louisiana,2018,BVic,101.0
Louisiana,2019,BVic,293.0
Louisiana,2020,BVic,0.0
Louisiana,2021,BVic,0.0
Louisiana,2022,BVic,5.0
Louisiana,2023,BVic,146.0
Louisiana,2024,BVic,1.0
Maine,2015,BVic,0.0
Maine,2016,BVic,8.0
Maine,2017,BVic,33.0
Maine,2018,BVic,74.0
Maine,2019,BVic,229.0
Maine,2020,BVic,0.0
Maine,2021,BVic,0.0
Maine,2022,BVic,1.0
Maine,2023,BVic,121.0
Maine,2024,BVic,0.0
Maryland,2015,BVic,175.0
Maryland,2016,BVic,94.0
Maryland,2017,BVic,139.0
Maryland,2018,BVic,99.0
Maryland,2019,BVic,1364.0
Maryland,2020,BVic,0.0
Maryland,2021,BVic,2.0
Maryland,2022,BVic,2.0
Maryland,2023,BVic,509.0
Maryland,2024,BVic,26.0
Massachusetts,2015,BVic,25.0
Massachusetts,2016,BVic,0.0
Massachusetts,2017,BVic,0.0
Massachusetts,2018,BVic,0.0
Massachusetts,2019,BVic,5.0
Massachusetts,2020,BVic,0.0
Massachusetts,2021,BVic,0.0
Massachusetts,2022,BVic,1.0
Massachusetts,2023,BVic,1.0
Massachusetts,2024,BVic,1.0
Michigan,2015,BVic,21.0
Michigan,2016,BVic,57.0
Michigan,2017,BVic,7.0
Michigan,2018,BVic,39.0
Michigan,2019,BVic,301.0
Michigan,2020,BVic,0.0
Michigan,2021,BVic,0.0
Michigan,2022,BVic,68.0
Michigan,2023,BVic,222.0
Michigan,2024,BVic,6.0
Minnesota,2015,BVic,13.0
Minnesota,2016,BVic,75.0
Minnesota,2017,BVic,52.0
Minnesota,2018,BVic,15.0
Minnesota,2019,BVic,502.0
Minnesota,2020,BVic,0.0
Minnesota,2021,BVic,1.0
Minnesota,2022,BVic,24.0
Minnesota,2023,BVic,531.0
Minnesota,2024,BVic,94.0
Mississippi,2015,BVic,13.0
Mississippi,2016,BVic,15.0
Mississippi,2017,BVic,0.0
Mississippi,2018,BVic,2.0
Mississippi,2019,BVic,171.0
Mississippi,2020,BVic,0.0
Mississippi,2021,BVic,0.0
Mississippi,2022,BVic,6.0
Mississippi,2023,BVic,15.0
Mississippi,2024,BVic,3.0
Missouri,2015,BVic,11.0
Missouri,2016,BVic,6.0
Missouri,2017,BVic,7.0
Missouri,2018,BVic,6.0
Missouri,2019,BVic,32.0
Missouri,2020,BVic,0.0
Missouri,2021,BVic,0.0
Missouri,2022,BVic,4.0
Missouri,2023,BVic,40.0
Missouri,2024,BVic,1.0
Montana,2015,BVic,0.0
Montana,2016,BVic,0.0
Montana,2017,BVic,30.0
Montana,2018,BVic,64.0
Montana,2019,BVic,307.0
Montana,2020,BVic,0.0
Montana,2021,BVic,0.0
Montana,2022,BVic,7.0
Montana,2023,BVic,148.0
Montana,2024,BVic,10.0
Nebraska,2015,BVic,1.0
Nebraska,2016,BVic,9.0
Nebraska,2017,BVic,1.0
Nebraska,2018,BVic,6.0
Nebraska,2019,BVic,27.0
Nebraska,2020,BVic,0.0
Nebraska,2021,BVic,1.0
Nebraska,2022,BVic,6.0
Nebraska,2023,BVic,95.0
Nebraska,2024,BVic,0.0
Nevada,2015,BVic,30.0
Nevada,2016,BVic,2.0
Nevada,2017,BVic,1.0
Nevada,2018,BVic,1.0
Nevada,2019,BVic,135.0
Nevada,2020,BVic,0.0
Nevada,2021,BVic,0.0
Nevada,2022,BVic,7.0
Nevada,2023,BVic,137.0
Nevada,2024,BVic,68.0
New Hampshire,2015,BVic,58.0
New Hampshire,2016,BVic,4.0
New Hampshire,2017,BVic,8.0
New Hampshire,2018,BVic,12.0
New Hampshire,2019,BVic,61.0
New Hampshire,2020,BVic,1.0
New Hampshire,2021,BVic,0.0
New Hampshire,2022,BVic,4.0
New Hampshire,2023,BVic,41.0
New Hampshire,2024,BVic,96.0
New Jersey,2015,BVic,9.0
New Jersey,2016,BVic,2.0
New Jersey,2017,BVic,20.0
New Jersey,2018,BVic,3.0
New Jersey,2019,BVic,6.0
New Jersey,2020,BVic,0.0
New Jersey,2021,BVic,0.0
New Jersey,2022,BVic,1.0
New Jersey,2023,BVic,4.0
New Jersey,2024,BVic,1.0
New Mexico,2015,BVic,44.0
New Mexico,2016,BVic,6.0
New Mexico,2017,BVic,0.0
New Mexico,2018,BVic,9.0
New Mexico,2019,BVic,325.0
New Mexico,2020,BVic,6.0
New Mexico,2021,BVic,0.0
New Mexico,2022,BVic,27.0
New Mexico,2023,BVic,260.0
New Mexico,2024,BVic,17.0
New York,2015,BVic,167.0
New York,2016,BVic,39.0
New York,2017,BVic,17.0
New York,2018,BVic,32.0
New York,2019,BVic,231.0
New York,2020,BVic,0.0
New York,2021,BVic,0.0
New York,2022,BVic,9.0
New York,2023,BVic,92.0
New York,2024,BVic,30.0
New York City,2015,BVic,0.0
New York City,2016,BVic,0.0
New York City,2017,BVic,0.0
New York City,2018,BVic,0.0
New York City,2019,BVic,0.0
New York City,2020,BVic,0.0
New York City,2021,BVic,0.0
New York City,2022,BVic,0.0
New York City,2023,BVic,0.0
New York City,2024,BVic,0.0
North Carolina,2015,BVic,26.0
North Carolina,2016,BVic,28.0
North Carolina,2017,BVic,25.0
North Carolina,2018,BVic,3.0
North Carolina,2019,BVic,162.0
North Carolina,2020,BVic,1.0
North Carolina,2021,BVic,3.0
North Carolina,2022,BVic,10.0
North Carolina,2023,BVic,30.0
North Carolina,2024,BVic,3.0
North Dakota,2015,BVic,11.0
North Dakota,2016,BVic,37.0
North Dakota,2017,BVic,32.0
North Dakota,2018,BVic,50.0
North Dakota,2019,BVic,384.0
North Dakota,2020,BVic,1.0
North Dakota,2021,BVic,0.0
North Dakota,2022,BVic,1.0
North Dakota,2023,BVic,188.0
North Dakota,2024,BVic,0.0
Ohio,2015,BVic,45.0
Ohio,2016,BVic,64.0
Ohio,2017,BVic,5.0
Ohio,2018,BVic,7.0
Ohio,2019,BVic,393.0
Ohio,2020,BVic,0.0
Ohio,2021,BVic,4.0
Ohio,2022,BVic,26.0
Ohio,2023,BVic,174.0
Ohio,2024,BVic,0.0
Oklahoma,2015,BVic,3.0
Oklahoma,2016,BVic,3.0
Oklahoma,2017,BVic,4.0
Oklahoma,2018,BVic,6.0
Oklahoma,2019,BVic,57.0
Oklahoma,2020,BVic,0.0
Oklahoma,2021,BVic,0.0
Oklahoma,2022,BVic,2.0
Oklahoma,2023,BVic,6.0
Oklahoma,2024,BVic,3.0
Oregon,2015,BVic,0.0
Oregon,2016,BVic,0.0
Oregon,2017,BVic,0.0
Oregon,2018,BVic,0.0
Oregon,2019,BVic,60.0
Oregon,2020,BVic,1.0
Oregon,2021,BVic,0.0
Oregon,2022,BVic,1.0
Oregon,2023,BVic,132.0
Oregon,2024,BVic,0.0
Pennsylvania,2015,BVic,63.0
Pennsylvania,2016,BVic,49.0
Pennsylvania,2017,BVic,40.0
Pennsylvania,2018,BVic,2.0
Pennsylvania,2019,BVic,34.0
Pennsylvania,2020,BVic,1.0
Pennsylvania,2021,BVic,0.0
Pennsylvania,2022,BVic,35.0
Pennsylvania,2023,BVic,164.0
Pennsylvania,2024,BVic,32.0
Puerto Rico,2015,BVic,53.0
Puerto Rico,2016,BVic,52.0
Puerto Rico,2017,BVic,9.0
Puerto Rico,2018,BVic,0.0
Puerto Rico,2019,BVic,65.0
Puerto Rico,2020,BVic,0.0
Puerto Rico,2021,BVic,0.0
Puerto Rico,2022,BVic,48.0
Puerto Rico,2023,BVic,53.0
Puerto Rico,2024,BVic,4.0
Rhode Island,2015,BVic,5.0
Rhode Island,2016,BVic,3.0
Rhode Island,2017,BVic,1.0
Rhode Island,2018,BVic,4.0
Rhode Island,2019,BVic,30.0
Rhode Island,2020,BVic,0.0
Rhode Island,2021,BVic,8.0
Rhode Island,2022,BVic,33.0
Rhode Island,2023,BVic,80.0
Rhode Island,2024,BVic,3.0
South Carolina,2015,BVic,17.0
South Carolina,2016,BVic,55.0
South Carolina,2017,BVic,2.0
South Carolina,2018,BVic,8.0
South Carolina,2019,BVic,280.0
South Carolina,2020,BVic,0.0
South Carolina,2021,BVic,0.0
South Carolina,2022,BVic,2.0
South Carolina,2023,BVic,246.0
South Carolina,2024,BVic,0.0
South Dakota,2015,BVic,47.0
South Dakota,2016,BVic,64.0
South Dakota,2017,BVic,24.0
South Dakota,2018,BVic,18.0
South Dakota,2019,BVic,481.0
South Dakota,2020,BVic,0.0
South Dakota,2021,BVic,0.0
South Dakota,2022,BVic,12.0
South Dakota,2023,BVic,259.0
South Dakota,2024,BVic,0.0
Tennessee,2015,BVic,0.0
Tennessee,2016,BVic,3.0
Tennessee,2017,BVic,0.0
Tennessee,2018,BVic,1.0
Tennessee,2019,BVic,116.0
Tennessee,2020,BVic,0.0
Tennessee,2021,BVic,0.0
Tennessee,2022,BVic,4.0
Tennessee,2023,BVic,65.0
Tennessee,2024,BVic,1.0
Texas,2015,BVic,53.0
Texas,2016,BVic,35.0
Texas,2017,BVic,2.0
Texas,2018,BVic,44.0
Texas,2019,BVic,189.0
Texas,2020,BVic,5.0
Texas,2021,BVic,3.0
Texas,2022,BVic,8.0
Texas,2023,BVic,296.0
Texas,2024,BVic,1.0
Utah,2015,BVic,31.0
Utah,2016,BVic,45.0
Utah,2017,BVic,71.0
Utah,2018,BVic,9.0
Utah,2019,BVic,278.0
Utah,2020,BVic,2.0
Utah,2021,BVic,0.0
Utah,2022,BVic,35.0
Utah,2023,BVic,220.0
Utah,2024,BVic,1.0
Vermont,2015,BVic,0.0
Vermont,2016,BVic,0.0
Vermont,2017,BVic,0.0
Vermont,2018,BVic,4.0
Vermont,2019,BVic,29.0
Vermont,2020,BVic,0.0
Vermont,2021,BVic,0.0
Vermont,2022,BVic,0.0
Vermont,2023,BVic,43.0
Vermont,2024,BVic,12.0
Virgin Islands,2015,BVic,0.0
Virgin Islands,2016,BVic,0.0
Virgin Islands,2017,BVic,0.0
Virgin Islands,2018,BVic,0.0
Virgin Islands,2019,BVic,0.0
Virgin Islands,2020,BVic,0.0
Virgin Islands,2021,BVic,0.0
Virgin Islands,2022,BVic,0.0
Virgin Islands,2023,BVic,0.0
Virgin Islands,2024,BVic,0.0
Virginia,2015,BVic,4.0
Virginia,2016,BVic,26.0
Virginia,2017,BVic,34.0
Virginia,2018,BVic,18.0
Virginia,2019,BVic,458.0
Virginia,2020,BVic,0.0
Virginia,2021,BVic,0.0
Virginia,2022,BVic,1.0
Virginia,2023,BVic,47.0
Virginia,2024,BVic,8.0
Washington,2015,BVic,52.0
Washington,2016,BVic,9.0
Washington,2017,BVic,4.0
Washington,2018,BVic,6.0
Washington,2019,BVic,207.0
Washington,2020,BVic,0.0
Washington,2021,BVic,0.0
Washington,2022,BVic,30.0
Washington,2023,BVic,56.0
Washington,2024,BVic,3.0
West Virginia,2015,BVic,0.0
West Virginia,2016,BVic,0.0
West Virginia,2017,BVic,37.0
West Virginia,2018,BVic,3.0
West Virginia,2019,BVic,172.0
West Virginia,2020,BVic,0.0
West Virginia,2021,BVic,0.0
West Virginia,2022,BVic,15.0
West Virginia,2023,BVic,224.0
West Virginia,2024,BVic,11.0
Wisconsin,2015,BVic,68.0
Wisconsin,2016,BVic,86.0
Wisconsin,2017,BVic,12.0
Wisconsin,2018,BVic,26.0
Wisconsin,2019,BVic,610.0
Wisconsin,2020,BVic,0.0
Wisconsin,2021,BVic,1.0
Wisconsin,2022,BVic,15.0
Wisconsin,2023,BVic,183.0
Wisconsin,2024,BVic,67.0
Wyoming,2015,BVic,1.0
Wyoming,2016,BVic,1.0
Wyoming,2017,BVic,2.0
Wyoming,2018,BVic,3.0
Wyoming,2019,BVic,25.0
Wyoming,2020,BVic,2.0
Wyoming,2021,BVic,0.0
Wyoming,2022,BVic,4.0
Wyoming,2023,BVic,23.0
Wyoming,2024,BVic,0.0
Alabama,2015,BYam,2.0
Alabama,2016,BYam,14.0
Alabama,2017,BYam,66.0
Alabama,2018,BYam,0.0
Alabama,2019,BYam,0.0
Alabama,2020,BYam,0.0
Alabama,2021,BYam,0.0
Alabama,2022,BYam,0.0
Alabama,2023,BYam,0.0
Alabama,2024,BYam,0.0
Alaska,2015,BYam,2.0
Alaska,2016,BYam,11.0
Alaska,2017,BYam,5.0
Alaska,2018,BYam,0.0
Alaska,2019,BYam,0.0
Alaska,2020,BYam,0.0
Alaska,2021,BYam,0.0
Alaska,2022,BYam,0.0
Alaska,2023,BYam,0.0
Alaska,2024,BYam,0.0
American Samoa,2015,BYam,0.0
American Samoa,2016,BYam,0.0
American Samoa,2017,BYam,0.0
American Samoa,2018,BYam,0.0
American Samoa,2019,BYam,0.0
American Samoa,2020,BYam,0.0
American Samoa,2021,BYam,0.0
American Samoa,2022,BYam,0.0
American Samoa,2023,BYam,0.0
American Samoa,2024,BYam,0.0
Arizona,2015,BYam,399.0
Arizona,2016,BYam,578.0
Arizona,2017,BYam,720.0
Arizona,2018,BYam,22.0
Arizona,2019,BYam,8.0
Arizona,2020,BYam,0.0
Arizona,2021,BYam,0.0
Arizona,2022,BYam,0.0
Arizona,2023,BYam,0.0
Arizona,2024,BYam,0.0
Arkansas,2015,BYam,0.0
Arkansas,2016,BYam,0.0
Arkansas,2017,BYam,43.0
Arkansas,2018,BYam,0.0
Arkansas,2019,BYam,0.0
Arkansas,2020,BYam,0.0
Arkansas,2021,BYam,0.0
Arkansas,2022,BYam,0.0
Arkansas,2023,BYam,0.0
Arkansas,2024,BYam,0.0
California,2015,BYam,803.0
California,2016,BYam,152.0
California,2017,BYam,1289.0
California,2018,BYam,37.0
California,2019,BYam,36.0
California,2020,BYam,3.0
California,2021,BYam,0.0
California,2022,BYam,0.0
California,2023,BYam,0.0
California,2024,BYam,0.0
Colorado,2015,BYam,144.0
Colorado,2016,BYam,219.0
Colorado,2017,BYam,162.0
Colorado,2018,BYam,3.0
Colorado,2019,BYam,0.0
Colorado,2020,BYam,0.0
Colorado,2021,BYam,0.0
Colorado,2022,BYam,0.0
Colorado,2023,BYam,0.0
Colorado,2024,BYam,0.0
Connecticut,2015,BYam,0.0
Connecticut,2016,BYam,263.0
Connecticut,2017,BYam,423.0
Connecticut,2018,BYam,26.0
Connecticut,2019,BYam,15.0
Connecticut,2020,BYam,0.0
Connecticut,2021,BYam,0.0
Connecticut,2022,BYam,0.0
Connecticut,2023,BYam,0.0
Connecticut,2024,BYam,0.0
Delaware,2015,BYam,69.0
Delaware,2016,BYam,127.0
Delaware,2017,BYam,206.0
Delaware,2018,BYam,5.0
Delaware,2019,BYam,2.0
Delaware,2020,BYam,0.0
Delaware,2021,BYam,1.0
Delaware,2022,BYam,0.0
Delaware,2023,BYam,0.0
Delaware,2024,BYam,0.0
District of Columbia,2015,BYam,3.0
District of Columbia,2016,BYam,4.0
District of Columbia,2017,BYam,80.0
District of Columbia,2018,BYam,7.0
District of Columbia,2019,BYam,2.0
District of Columbia,2020,BYam,0.0
District of Columbia,2021,BYam,0.0
District of Columbia,2022,BYam,0.0
District of Columbia,2023,BYam,0.0
District of Columbia,2024,BYam,0.0
Florida,2015,BYam,3.0
Florida,2016,BYam,5.0
Florida,2017,BYam,81.0
Florida,2018,BYam,43.0
Florida,2019,BYam,14.0
Florida,2020,BYam,2.0
Florida,2021,BYam,0.0
Florida,2022,BYam,0.0
Florida,2023,BYam,0.0
Florida,2024,BYam,0.0
Georgia,2015,BYam,41.0
Georgia,2016,BYam,167.0
Georgia,2017,BYam,254.0
Georgia,2018,BYam,3.0
Georgia,2019,BYam,5.0
Georgia,2020,BYam,0.0
Georgia,2021,BYam,0.0
Georgia,2022,BYam,0.0
Georgia,2023,BYam,0.0
Georgia,2024,BYam,0.0
Hawaii,2015,BYam,187.0
Hawaii,2016,BYam,189.0
Hawaii,2017,BYam,500.0
Hawaii,2018,BYam,25.0
Hawaii,2019,BYam,1.0
Hawaii,2020,BYam,0.0
Hawaii,2021,BYam,0.0
Hawaii,2022,BYam,0.0
Hawaii,2023,BYam,0.0
Hawaii,2024,BYam,0.0
Idaho,2015,BYam,283.0
Idaho,2016,BYam,26.0
Idaho,2017,BYam,435.0
Idaho,2018,BYam,10.0
Idaho,2019,BYam,12.0
Idaho,2020,BYam,0.0
Idaho,2021,BYam,0.0
Idaho,2022,BYam,0.0
