State,Year,Strain,Cases
District of Columbia,2016,A_H3,34.0
District of Columbia,2017,A_H3,193.0
District of Columbia,2018,A_H3,128.0
District of Columbia,2019,A_H3,18.0
District of Columbia,2020,A_H3,0.0
District of Columbia,2021,A_H3,58.0
District of Columbia,2022,A_H3,292.0
District of Columbia,2023,A_H3,341.0
District of Columbia,2024,A_H3,936.0
Florida,2015,A_H3,184.0
Florida,2016,A_H3,781.0
Florida,2017,A_H3,1157.0
Florida,2018,A_H3,627.0
Florida,2019,A_H3,84.0
Florida,2020,A_H3,2.0
Florida,2021,A_H3,1415.0
Florida,2022,A_H3,808.0
Florida,2023,A_H3,480.0
Florida,2024,A_H3,866.0
Georgia,2015,A_H3,32.0
Georgia,2016,A_H3,1058.0
Georgia,2017,A_H3,582.0
Georgia,2018,A_H3,512.0
Georgia,2019,A_H3,12.0
Georgia,2020,A_H3,0.0
Georgia,2021,A_H3,899.0
Georgia,2022,A_H3,1034.0
Georgia,2023,A_H3,373.0
Georgia,2024,A_H3,407.0
Hawaii,2015,A_H3,223.0
Hawaii,2016,A_H3,889.0
Hawaii,2017,A_H3,1072.0
Hawaii,2018,A_H3,358.0
Hawaii,2019,A_H3,64.0
Hawaii,2020,A_H3,0.0
Hawaii,2021,A_H3,248.0
Hawaii,2022,A_H3,270.0
Hawaii,2023,A_H3,506.0
Hawaii,2024,A_H3,64.0
Idaho,2015,A_H3,57.0
Idaho,2016,A_H3,983.0
Idaho,2017,A_H3,477.0
Idaho,2018,A_H3,492.0
Idaho,2019,A_H3,79.0
Idaho,2020,A_H3,0.0
Idaho,2021,A_H3,275.0
Idaho,2022,A_H3,1032.0
Idaho,2023,A_H3,65.0
Idaho,2024,A_H3,572.0
Illinois,2015,A_H3,39.0
Illinois,2016,A_H3,479.0
Illinois,2017,A_H3,722.0
Illinois,2018,A_H3,164.0
Illinois,2019,A_H3,22.0
Illinois,2020,A_H3,0.0
Illinois,2021,A_H3,373.0
Illinois,2022,A_H3,384.0
Illinois,2023,A_H3,95.0
Illinois,2024,A_H3,314.0
Indiana,2015,A_H3,75.0
Indiana,2016,A_H3,694.0
Indiana,2017,A_H3,562.0
Indiana,2018,A_H3,285.0
Indiana,2019,A_H3,5.0
Indiana,2020,A_H3,0.0
Indiana,2021,A_H3,101.0
Indiana,2022,A_H3,24.0
Indiana,2023,A_H3,65.0
Indiana,2024,A_H3,234.0
Iowa,2015,A_H3,46.0
Iowa,2016,A_H3,822.0
Iowa,2017,A_H3,980.0
Iowa,2018,A_H3,420.0
Iowa,2019,A_H3,61.0
Iowa,2020,A_H3,0.0
Iowa,2021,A_H3,158.0
Iowa,2022,A_H3,212.0
Iowa,2023,A_H3,196.0
Iowa,2024,A_H3,500.0
Kansas,2015,A_H3,16.0
Kansas,2016,A_H3,122.0
Kansas,2017,A_H3,54.0
Kansas,2018,A_H3,156.0
Kansas,2019,A_H3,0.0
Kansas,2020,A_H3,0.0
Kansas,2021,A_H3,254.0
Kansas,2022,A_H3,71.0
Kansas,2023,A_H3,12.0
Kansas,2024,A_H3,5.0
Kentucky,2015,A_H3,17.0
Kentucky,2016,A_H3,250.0
Kentucky,2017,A_H3,377.0
Kentucky,2018,A_H3,246.0
Kentucky,2019,A_H3,2.0
Kentucky,2020,A_H3,0.0
Kentucky,2021,A_H3,169.0
Kentucky,2022,A_H3,41.0
Kentucky,2023,A_H3,208.0
Kentucky,2024,A_H3,477.0
Louisiana,2015,A_H3,90.0
Louisiana,2016,A_H3,602.0
Louisiana,2017,A_H3,304.0
Louisiana,2018,A_H3,317.0
Louisiana,2019,A_H3,43.0
Louisiana,2020,A_H3,1.0
Louisiana,2021,A_H3,52.0
Louisiana,2022,A_H3,13.0
Louisiana,2023,A_H3,21.0
Louisiana,2024,A_H3,99.0
Maine,2015,A_H3,24.0
Maine,2016,A_H3,268.0
Maine,2017,A_H3,316.0
Maine,2018,A_H3,51.0
Maine,2019,A_H3,30.0
Maine,2020,A_H3,0.0
Maine,2021,A_H3,168.0
Maine,2022,A_H3,2.0
Maine,2023,A_H3,101.0
Maine,2024,A_H3,683.0
Maryland,2015,A_H3,51.0
Maryland,2016,A_H3,2068.0
Maryland,2017,A_H3,1911.0
Maryland,2018,A_H3,1453.0
Maryland,2019,A_H3,143.0
Maryland,2020,A_H3,60.0
Maryland,2021,A_H3,366.0
Maryland,2022,A_H3,116.0
Maryland,2023,A_H3,626.0
Maryland,2024,A_H3,665.0
Massachusetts,2015,A_H3,8.0
Massachusetts,2016,A_H3,312.0
Massachusetts,2017,A_H3,156.0
Massachusetts,2018,A_H3,166.0
Massachusetts,2019,A_H3,30.0
Massachusetts,2020,A_H3,0.0
Massachusetts,2021,A_H3,155.0
Massachusetts,2022,A_H3,327.0
Massachusetts,2023,A_H3,228.0
Massachusetts,2024,A_H3,1069.0
Michigan,2015,A_H3,68.0
Michigan,2016,A_H3,541.0
Michigan,2017,A_H3,588.0
Michigan,2018,A_H3,359.0
Michigan,2019,A_H3,31.0
Michigan,2020,A_H3,7.0
Michigan,2021,A_H3,568.0
Michigan,2022,A_H3,495.0
Michigan,2023,A_H3,269.0
Michigan,2024,A_H3,489.0
Minnesota,2015,A_H3,61.0
Minnesota,2016,A_H3,1513.0
Minnesota,2017,A_H3,2828.0
Minnesota,2018,A_H3,348.0
Minnesota,2019,A_H3,28.0
Minnesota,2020,A_H3,2.0
Minnesota,2021,A_H3,488.0
Minnesota,2022,A_H3,880.0
Minnesota,2023,A_H3,450.0
Minnesota,2024,A_H3,426.0
Mississippi,2015,A_H3,8.0
Mississippi,2016,A_H3,143.0
Mississippi,2017,A_H3,127.0
Mississippi,2018,A_H3,292.0
Mississippi,2019,A_H3,19.0
Mississippi,2020,A_H3,0.0
Mississippi,2021,A_H3,35.0
Mississippi,2022,A_H3,40.0
Mississippi,2023,A_H3,25.0
Mississippi,2024,A_H3,169.0
Missouri,2015,A_H3,11.0
Missouri,2016,A_H3,141.0
Missouri,2017,A_H3,205.0
Missouri,2018,A_H3,29.0
Missouri,2019,A_H3,2.0
Missouri,2020,A_H3,0.0
Missouri,2021,A_H3,127.0
Missouri,2022,A_H3,222.0
Missouri,2023,A_H3,127.0
Missouri,2024,A_H3,545.0
Montana,2015,A_H3,23.0
Montana,2016,A_H3,314.0
Montana,2017,A_H3,294.0
Montana,2018,A_H3,239.0
Montana,2019,A_H3,44.0
Montana,2020,A_H3,0.0
Montana,2021,A_H3,307.0
Montana,2022,A_H3,185.0
Montana,2023,A_H3,140.0
Montana,2024,A_H3,155.0
Nebraska,2015,A_H3,12.0
Nebraska,2016,A_H3,111.0
Nebraska,2017,A_H3,108.0
Nebraska,2018,A_H3,82.0
Nebraska,2019,A_H3,4.0
Nebraska,2020,A_H3,5.0
Nebraska,2021,A_H3,212.0
Nebraska,2022,A_H3,82.0
Nebraska,2023,A_H3,21.0
Nebraska,2024,A_H3,435.0
Nevada,2015,A_H3,29.0
Nevada,2016,A_H3,270.0
Nevada,2017,A_H3,314.0
Nevada,2018,A_H3,105.0
Nevada,2019,A_H3,34.0
Nevada,2020,A_H3,0.0
Nevada,2021,A_H3,365.0
Nevada,2022,A_H3,120.0
Nevada,2023,A_H3,160.0
Nevada,2024,A_H3,283.0
New Hampshire,2015,A_H3,15.0
New Hampshire,2016,A_H3,218.0
New Hampshire,2017,A_H3,176.0
New Hampshire,2018,A_H3,84.0
New Hampshire,2019,A_H3,14.0
New Hampshire,2020,A_H3,0.0
New Hampshire,2021,A_H3,76.0
New Hampshire,2022,A_H3,29.0
New Hampshire,2023,A_H3,144.0
New Hampshire,2024,A_H3,303.0
New Jersey,2015,A_H3,92.0
New Jersey,2016,A_H3,285.0
New Jersey,2017,A_H3,294.0
New Jersey,2018,A_H3,251.0
New Jersey,2019,A_H3,42.0
New Jersey,2020,A_H3,0.0
New Jersey,2021,A_H3,227.0
New Jersey,2022,A_H3,109.0
New Jersey,2023,A_H3,72.0
New Jersey,2024,A_H3,125.0
New Mexico,2015,A_H3,159.0
New Mexico,2016,A_H3,481.0
New Mexico,2017,A_H3,447.0
New Mexico,2018,A_H3,306.0
New Mexico,2019,A_H3,10.0
New Mexico,2020,A_H3,5.0
New Mexico,2021,A_H3,958.0
New Mexico,2022,A_H3,654.0
New Mexico,2023,A_H3,162.0
New Mexico,2024,A_H3,735.0
New York,2015,A_H3,96.0
New York,2016,A_H3,857.0
New York,2017,A_H3,1422.0
New York,2018,A_H3,987.0
New York,2019,A_H3,99.0
New York,2020,A_H3,2.0
New York,2021,A_H3,221.0
New York,2022,A_H3,442.0
New York,2023,A_H3,256.0
New York,2024,A_H3,2223.0
New York City,2015,A_H3,0.0
New York City,2016,A_H3,0.0
New York City,2017,A_H3,0.0
New York City,2018,A_H3,0.0
New York City,2019,A_H3,0.0
New York City,2020,A_H3,0.0
New York City,2021,A_H3,0.0
New York City,2022,A_H3,0.0
New York City,2023,A_H3,0.0
New York City,2024,A_H3,0.0
North Carolina,2015,A_H3,28.0
North Carolina,2016,A_H3,285.0
North Carolina,2017,A_H3,157.0
North Carolina,2018,A_H3,122.0
North Carolina,2019,A_H3,19.0
North Carolina,2020,A_H3,1.0
North Carolina,2021,A_H3,43.0
North Carolina,2022,A_H3,250.0
North Carolina,2023,A_H3,32.0
North Carolina,2024,A_H3,723.0
North Dakota,2015,A_H3,12.0
North Dakota,2016,A_H3,351.0
North Dakota,2017,A_H3,619.0
North Dakota,2018,A_H3,205.0
North Dakota,2019,A_H3,20.0
North Dakota,2020,A_H3,2.0
North Dakota,2021,A_H3,230.0
North Dakota,2022,A_H3,174.0
North Dakota,2023,A_H3,79.0
North Dakota,2024,A_H3,154.0
Ohio,2015,A_H3,50.0
Ohio,2016,A_H3,832.0
Ohio,2017,A_H3,922.0
Ohio,2018,A_H3,968.0
Ohio,2019,A_H3,16.0
Ohio,2020,A_H3,1.0
Ohio,2021,A_H3,1064.0
Ohio,2022,A_H3,381.0
Ohio,2023,A_H3,342.0
Ohio,2024,A_H3,760.0
Oklahoma,2015,A_H3,10.0
Oklahoma,2016,A_H3,220.0
Oklahoma,2017,A_H3,213.0
Oklahoma,2018,A_H3,158.0
Oklahoma,2019,A_H3,3.0
Oklahoma,2020,A_H3,0.0
Oklahoma,2021,A_H3,41.0
Oklahoma,2022,A_H3,32.0
Oklahoma,2023,A_H3,9.0
Oklahoma,2024,A_H3,106.0
Oregon,2015,A_H3,30.0
Oregon,2016,A_H3,246.0
Oregon,2017,A_H3,185.0
Oregon,2018,A_H3,245.0
Oregon,2019,A_H3,6.0
Oregon,2020,A_H3,0.0
Oregon,2021,A_H3,203.0
Oregon,2022,A_H3,881.0
Oregon,2023,A_H3,110.0
Oregon,2024,A_H3,1270.0
Pennsylvania,2015,A_H3,53.0
Pennsylvania,2016,A_H3,533.0
Pennsylvania,2017,A_H3,493.0
Pennsylvania,2018,A_H3,358.0
Pennsylvania,2019,A_H3,47.0
Pennsylvania,2020,A_H3,1.0
Pennsylvania,2021,A_H3,982.0
Pennsylvania,2022,A_H3,352.0
Pennsylvania,2023,A_H3,191.0
Pennsylvania,2024,A_H3,756.0
Puerto Rico,2015,A_H3,185.0
Puerto Rico,2016,A_H3,411.0
Puerto Rico,2017,A_H3,432.0
Puerto Rico,2018,A_H3,405.0
Puerto Rico,2019,A_H3,52.0
Puerto Rico,2020,A_H3,0.0
Puerto Rico,2021,A_H3,199.0
Puerto Rico,2022,A_H3,262.0
Puerto Rico,2023,A_H3,48.0
Puerto Rico,2024,A_H3,64.0
Rhode Island,2015,A_H3,19.0
Rhode Island,2016,A_H3,143.0
Rhode Island,2017,A_H3,136.0
Rhode Island,2018,A_H3,35.0
Rhode Island,2019,A_H3,16.0
Rhode Island,2020,A_H3,0.0
Rhode Island,2021,A_H3,486.0
Rhode Island,2022,A_H3,171.0
Rhode Island,2023,A_H3,47.0
Rhode Island,2024,A_H3,869.0
South Carolina,2015,A_H3,107.0
South Carolina,2016,A_H3,263.0
South Carolina,2017,A_H3,203.0
South Carolina,2018,A_H3,222.0
South Carolina,2019,A_H3,18.0
South Carolina,2020,A_H3,0.0
South Carolina,2021,A_H3,36.0
South Carolina,2022,A_H3,97.0
South Carolina,2023,A_H3,30.0
South Carolina,2024,A_H3,225.0
South Dakota,2015,A_H3,27.0
South Dakota,2016,A_H3,479.0
South Dakota,2017,A_H3,514.0
South Dakota,2018,A_H3,372.0
South Dakota,2019,A_H3,6.0
South Dakota,2020,A_H3,0.0
South Dakota,2021,A_H3,1102.0
South Dakota,2022,A_H3,98.0
South Dakota,2023,A_H3,156.0
South Dakota,2024,A_H3,291.0
Tennessee,2015,A_H3,9.0
Tennessee,2016,A_H3,350.0
Tennessee,2017,A_H3,212.0
Tennessee,2018,A_H3,198.0
Tennessee,2019,A_H3,5.0
Tennessee,2020,A_H3,0.0
Tennessee,2021,A_H3,148.0
Tennessee,2022,A_H3,123.0
Tennessee,2023,A_H3,74.0
Tennessee,2024,A_H3,735.0
Texas,2015,A_H3,165.0
Texas,2016,A_H3,397.0
Texas,2017,A_H3,263.0
Texas,2018,A_H3,439.0
Texas,2019,A_H3,24.0
Texas,2020,A_H3,3.0
Texas,2021,A_H3,698.0
Texas,2022,A_H3,263.0
Texas,2023,A_H3,167.0
Texas,2024,A_H3,1152.0
Utah,2015,A_H3,79.0
Utah,2016,A_H3,863.0
Utah,2017,A_H3,620.0
Utah,2018,A_H3,405.0
Utah,2019,A_H3,22.0
Utah,2020,A_H3,1.0
Utah,2021,A_H3,712.0
Utah,2022,A_H3,321.0
Utah,2023,A_H3,153.0
Utah,2024,A_H3,310.0
Vermont,2015,A_H3,48.0
Vermont,2016,A_H3,233.0
Vermont,2017,A_H3,156.0
Vermont,2018,A_H3,139.0
Vermont,2019,A_H3,26.0
Vermont,2020,A_H3,0.0
Vermont,2021,A_H3,78.0
Vermont,2022,A_H3,82.0
Vermont,2023,A_H3,116.0
Vermont,2024,A_H3,173.0
Virgin Islands,2015,A_H3,0.0
Virgin Islands,2016,A_H3,0.0
Virgin Islands,2017,A_H3,0.0
Virgin Islands,2018,A_H3,0.0
Virgin Islands,2019,A_H3,0.0
Virgin Islands,2020,A_H3,0.0
Virgin Islands,2021,A_H3,0.0
Virgin Islands,2022,A_H3,0.0
Virgin Islands,2023,A_H3,0.0
Virgin Islands,2024,A_H3,0.0
Virginia,2015,A_H3,15.0
Virginia,2016,A_H3,677.0
Virginia,2017,A_H3,533.0
Virginia,2018,A_H3,495.0
Virginia,2019,A_H3,28.0
Virginia,2020,A_H3,0.0
Virginia,2021,A_H3,91.0
Virginia,2022,A_H3,118.0
Virginia,2023,A_H3,80.0
Virginia,2024,A_H3,351.0
Washington,2015,A_H3,126.0
Washington,2016,A_H3,534.0
Washington,2017,A_H3,231.0
Washington,2018,A_H3,249.0
Washington,2019,A_H3,37.0
Washington,2020,A_H3,0.0
Washington,2021,A_H3,388.0
Washington,2022,A_H3,596.0
Washington,2023,A_H3,103.0
Washington,2024,A_H3,596.0
West Virginia,2015,A_H3,11.0
West Virginia,2016,A_H3,360.0
West Virginia,2017,A_H3,276.0
West Virginia,2018,A_H3,234.0
West Virginia,2019,A_H3,1.0
West Virginia,2020,A_H3,0.0
West Virginia,2021,A_H3,232.0
West Virginia,2022,A_H3,253.0
West Virginia,2023,A_H3,206.0
West Virginia,2024,A_H3,241.0
Wisconsin,2015,A_H3,41.0
Wisconsin,2016,A_H3,1011.0
Wisconsin,2017,A_H3,1057.0
Wisconsin,2018,A_H3,416.0
Wisconsin,2019,A_H3,93.0
Wisconsin,2020,A_H3,2.0
Wisconsin,2021,A_H3,603.0
Wisconsin,2022,A_H3,567.0
Wisconsin,2023,A_H3,310.0
Wisconsin,2024,A_H3,716.0
Wyoming,2015,A_H3,27.0
Wyoming,2016,A_H3,273.0
Wyoming,2017,A_H3,142.0
Wyoming,2018,A_H3,79.0
Wyoming,2019,A_H3,1.0
Wyoming,2020,A_H3,0.0
Wyoming,2021,A_H3,873.0
Wyoming,2022,A_H3,123.0
Wyoming,2023,A_H3,8.0
Wyoming,2024,A_H3,55.0
Alabama,2015,A_Subtype_Not_Performed,1.0
Alabama,2016,A_Subtype_Not_Performed,1.0
Alabama,2017,A_Subtype_Not_Performed,4.0
Alabama,2018,A_Subtype_Not_Performed,3.0
Alabama,2019,A_Subtype_Not_Performed,0.0
Alabama,2020,A_Subtype_Not_Performed,1.0
Alabama,2021,A_Subtype_Not_Performed,32.0
Alabama,2022,A_Subtype_Not_Performed,3.0
Alabama,2023,A_Subtype_Not_Performed,2.0
Alabama,2024,A_Subtype_Not_Performed,20.0
Alaska,2015,A_Subtype_Not_Performed,0.0
Alaska,2016,A_Subtype_Not_Performed,3.0
Alaska,2017,A_Subtype_Not_Performed,1.0
Alaska,2018,A_Subtype_Not_Performed,48.0
Alaska,2019,A_Subtype_Not_Performed,6.0
Alaska,2020,A_Subtype_Not_Performed,2.0
Alaska,2021,A_Subtype_Not_Performed,28.0
Alaska,2022,A_Subtype_Not_Performed,203.0
Alaska,2023,A_Subtype_Not_Performed,2.0
Alaska,2024,A_Subtype_Not_Performed,87.0
American Samoa,2015,A_Subtype_Not_Performed,0.0
American Samoa,2016,A_Subtype_Not_Performed,0.0
American Samoa,2017,A_Subtype_Not_Performed,0.0
American Samoa,2018,A_Subtype_Not_Performed,0.0
American Samoa,2019,A_Subtype_Not_Performed,0.0
American Samoa,2020,A_Subtype_Not_Performed,0.0
American Samoa,2021,A_Subtype_Not_Performed,0.0
American Samoa,2022,A_Subtype_Not_Performed,0.0
American Samoa,2023,A_Subtype_Not_Performed,0.0
American Samoa,2024,A_Subtype_Not_Performed,0.0
Arizona,2015,A_Subtype_Not_Performed,0.0
Arizona,2016,A_Subtype_Not_Performed,0.0
Arizona,2017,A_Subtype_Not_Performed,0.0
Arizona,2018,A_Subtype_Not_Performed,3.0
Arizona,2019,A_Subtype_Not_Performed,0.0
Arizona,2020,A_Subtype_Not_Performed,0.0
Arizona,2021,A_Subtype_Not_Performed,6.0
Arizona,2022,A_Subtype_Not_Performed,12.0
Arizona,2023,A_Subtype_Not_Performed,11.0
Arizona,2024,A_Subtype_Not_Performed,3.0
Arkansas,2015,A_Subtype_Not_Performed,0.0
Arkansas,2016,A_Subtype_Not_Performed,0.0
Arkansas,2017,A_Subtype_Not_Performed,0.0
Arkansas,2018,A_Subtype_Not_Performed,0.0
Arkansas,2019,A_Subtype_Not_Performed,4.0
Arkansas,2020,A_Subtype_Not_Performed,0.0
Arkansas,2021,A_Subtype_Not_Performed,332.0
Arkansas,2022,A_Subtype_Not_Performed,97.0
Arkansas,2023,A_Subtype_Not_Performed,205.0
Arkansas,2024,A_Subtype_Not_Performed,1019.0
California,2015,A_Subtype_Not_Performed,35.0
California,2016,A_Subtype_Not_Performed,120.0
California,2017,A_Subtype_Not_Performed,194.0
California,2018,A_Subtype_Not_Performed,227.0
California,2019,A_Subtype_Not_Performed,182.0
California,2020,A_Subtype_Not_Performed,10.0
California,2021,A_Subtype_Not_Performed,229.0
California,2022,A_Subtype_Not_Performed,253.0
California,2023,A_Subtype_Not_Performed,162.0
California,2024,A_Subtype_Not_Performed,569.0
Colorado,2015,A_Subtype_Not_Performed,3.0
Colorado,2016,A_Subtype_Not_Performed,2.0
Colorado,2017,A_Subtype_Not_Performed,4.0
Colorado,2018,A_Subtype_Not_Performed,29.0
Colorado,2019,A_Subtype_Not_Performed,10.0
Colorado,2020,A_Subtype_Not_Performed,0.0
Colorado,2021,A_Subtype_Not_Performed,19.0
Colorado,2022,A_Subtype_Not_Performed,10.0
Colorado,2023,A_Subtype_Not_Performed,19.0
Colorado,2024,A_Subtype_Not_Performed,926.0
Connecticut,2015,A_Subtype_Not_Performed,0.0
Connecticut,2016,A_Subtype_Not_Performed,0.0
Connecticut,2017,A_Subtype_Not_Performed,0.0
Connecticut,2018,A_Subtype_Not_Performed,0.0
Connecticut,2019,A_Subtype_Not_Performed,0.0
Connecticut,2020,A_Subtype_Not_Performed,0.0
Connecticut,2021,A_Subtype_Not_Performed,6.0
Connecticut,2022,A_Subtype_Not_Performed,25.0
Connecticut,2023,A_Subtype_Not_Performed,94.0
Connecticut,2024,A_Subtype_Not_Performed,48.0
Delaware,2015,A_Subtype_Not_Performed,12.0
Delaware,2016,A_Subtype_Not_Performed,4.0
Delaware,2017,A_Subtype_Not_Performed,6.0
Delaware,2018,A_Subtype_Not_Performed,21.0
Delaware,2019,A_Subtype_Not_Performed,14.0
Delaware,2020,A_Subtype_Not_Performed,0.0
Delaware,2021,A_Subtype_Not_Performed,84.0
Delaware,2022,A_Subtype_Not_Performed,23.0
Delaware,2023,A_Subtype_Not_Performed,72.0
Delaware,2024,A_Subtype_Not_Performed,45.0
District of Columbia,2015,A_Subtype_Not_Performed,0.0
District of Columbia,2016,A_Subtype_Not_Performed,0.0
District of Columbia,2017,A_Subtype_Not_Performed,0.0
District of Columbia,2018,A_Subtype_Not_Performed,0.0
District of Columbia,2019,A_Subtype_Not_Performed,0.0
District of Columbia,2020,A_Subtype_Not_Performed,0.0
District of Columbia,2021,A_Subtype_Not_Performed,1.0
District of Columbia,2022,A_Subtype_Not_Performed,17.0
District of Columbia,2023,A_Subtype_Not_Performed,44.0
District of Columbia,2024,A_Subtype_Not_Performed,82.0
Florida,2015,A_Subtype_Not_Performed,25.0
Florida,2016,A_Subtype_Not_Performed,16.0
Florida,2017,A_Subtype_Not_Performed,30.0
Florida,2018,A_Subtype_Not_Performed,15.0
Florida,2019,A_Subtype_Not_Performed,33.0
Florida,2020,A_Subtype_Not_Performed,12.0
Florida,2021,A_Subtype_Not_Performed,76.0
Florida,2022,A_Subtype_Not_Performed,16.0
Florida,2023,A_Subtype_Not_Performed,22.0
Florida,2024,A_Subtype_Not_Performed,94.0
Georgia,2015,A_Subtype_Not_Performed,40.0
Georgia,2016,A_Subtype_Not_Performed,8.0
Georgia,2017,A_Subtype_Not_Performed,2.0
Georgia,2018,A_Subtype_Not_Performed,14.0
Georgia,2019,A_Subtype_Not_Performed,3.0
Georgia,2020,A_Subtype_Not_Performed,2.0
Georgia,2021,A_Subtype_Not_Performed,132.0
Georgia,2022,A_Subtype_Not_Performed,206.0
Georgia,2023,A_Subtype_Not_Performed,230.0
Georgia,2024,A_Subtype_Not_Performed,492.0
Hawaii,2015,A_Subtype_Not_Performed,35.0
Hawaii,2016,A_Subtype_Not_Performed,14.0
Hawaii,2017,A_Subtype_Not_Performed,19.0
Hawaii,2018,A_Subtype_Not_Performed,20.0
Hawaii,2019,A_Subtype_Not_Performed,19.0
Hawaii,2020,A_Subtype_Not_Performed,0.0
Hawaii,2021,A_Subtype_Not_Performed,11.0
Hawaii,2022,A_Subtype_Not_Performed,16.0
Hawaii,2023,A_Subtype_Not_Performed,22.0
Hawaii,2024,A_Subtype_Not_Performed,16.0
Idaho,2015,A_Subtype_Not_Performed,3.0
Idaho,2016,A_Subtype_Not_Performed,3.0
Idaho,2017,A_Subtype_Not_Performed,4.0
Idaho,2018,A_Subtype_Not_Performed,2.0
Idaho,2019,A_Subtype_Not_Performed,2.0
Idaho,2020,A_Subtype_Not_Performed,0.0
Idaho,2021,A_Subtype_Not_Performed,62.0
Idaho,2022,A_Subtype_Not_Performed,57.0
Idaho,2023,A_Subtype_Not_Performed,10.0
Idaho,2024,A_Subtype_Not_Performed,119.0
Illinois,2015,A_Subtype_Not_Performed,2.0
Illinois,2016,A_Subtype_Not_Performed,0.0
Illinois,2017,A_Subtype_Not_Performed,1.0
Illinois,2018,A_Subtype_Not_Performed,1.0
Illinois,2019,A_Subtype_Not_Performed,60.0
Illinois,2020,A_Subtype_Not_Performed,0.0
Illinois,2021,A_Subtype_Not_Performed,475.0
Illinois,2022,A_Subtype_Not_Performed,337.0
Illinois,2023,A_Subtype_Not_Performed,151.0
Illinois,2024,A_Subtype_Not_Performed,433.0
Indiana,2015,A_Subtype_Not_Performed,3.0
Indiana,2016,A_Subtype_Not_Performed,0.0
Indiana,2017,A_Subtype_Not_Performed,0.0
Indiana,2018,A_Subtype_Not_Performed,2.0
Indiana,2019,A_Subtype_Not_Performed,2.0
Indiana,2020,A_Subtype_Not_Performed,0.0
Indiana,2021,A_Subtype_Not_Performed,3.0
Indiana,2022,A_Subtype_Not_Performed,3.0
Indiana,2023,A_Subtype_Not_Performed,4.0
Indiana,2024,A_Subtype_Not_Performed,6.0
Iowa,2015,A_Subtype_Not_Performed,7.0
Iowa,2016,A_Subtype_Not_Performed,9.0
Iowa,2017,A_Subtype_Not_Performed,8.0
Iowa,2018,A_Subtype_Not_Performed,20.0
Iowa,2019,A_Subtype_Not_Performed,21.0
Iowa,2020,A_Subtype_Not_Performed,3.0
Iowa,2021,A_Subtype_Not_Performed,1.0
Iowa,2022,A_Subtype_Not_Performed,9.0
Iowa,2023,A_Subtype_Not_Performed,16.0
Iowa,2024,A_Subtype_Not_Performed,35.0
Kansas,2015,A_Subtype_Not_Performed,4.0
Kansas,2016,A_Subtype_Not_Performed,13.0
Kansas,2017,A_Subtype_Not_Performed,1.0
Kansas,2018,A_Subtype_Not_Performed,4.0
Kansas,2019,A_Subtype_Not_Performed,2.0
Kansas,2020,A_Subtype_Not_Performed,0.0
Kansas,2021,A_Subtype_Not_Performed,312.0
Kansas,2022,A_Subtype_Not_Performed,65.0
Kansas,2023,A_Subtype_Not_Performed,8.0
Kansas,2024,A_Subtype_Not_Performed,2.0
Kentucky,2015,A_Subtype_Not_Performed,0.0
Kentucky,2016,A_Subtype_Not_Performed,0.0
Kentucky,2017,A_Subtype_Not_Performed,2.0
Kentucky,2018,A_Subtype_Not_Performed,0.0
Kentucky,2019,A_Subtype_Not_Performed,0.0
Kentucky,2020,A_Subtype_Not_Performed,0.0
Kentucky,2021,A_Subtype_Not_Performed,0.0
Kentucky,2022,A_Subtype_Not_Performed,0.0
Kentucky,2023,A_Subtype_Not_Performed,0.0
Kentucky,2024,A_Subtype_Not_Performed,3.0
Louisiana,2015,A_Subtype_Not_Performed,3.0
Louisiana,2016,A_Subtype_Not_Performed,2.0
Louisiana,2017,A_Subtype_Not_Performed,3.0
Louisiana,2018,A_Subtype_Not_Performed,6.0
Louisiana,2019,A_Subtype_Not_Performed,4.0
Louisiana,2020,A_Subtype_Not_Performed,0.0
Louisiana,2021,A_Subtype_Not_Performed,5.0
Louisiana,2022,A_Subtype_Not_Performed,1.0
Louisiana,2023,A_Subtype_Not_Performed,13.0
Louisiana,2024,A_Subtype_Not_Performed,10.0
Maine,2015,A_Subtype_Not_Performed,3.0
Maine,2016,A_Subtype_Not_Performed,2.0
Maine,2017,A_Subtype_Not_Performed,3.0
Maine,2018,A_Subtype_Not_Performed,2.0
Maine,2019,A_Subtype_Not_Performed,1.0
Maine,2020,A_Subtype_Not_Performed,0.0
Maine,2021,A_Subtype_Not_Performed,2.0
Maine,2022,A_Subtype_Not_Performed,0.0
Maine,2023,A_Subtype_Not_Performed,3.0
Maine,2024,A_Subtype_Not_Performed,30.0
Maryland,2015,A_Subtype_Not_Performed,8.0
Maryland,2016,A_Subtype_Not_Performed,0.0
Maryland,2017,A_Subtype_Not_Performed,5.0
Maryland,2018,A_Subtype_Not_Performed,11.0
Maryland,2019,A_Subtype_Not_Performed,6.0
Maryland,2020,A_Subtype_Not_Performed,0.0
Maryland,2021,A_Subtype_Not_Performed,2.0
Maryland,2022,A_Subtype_Not_Performed,9.0
Maryland,2023,A_Subtype_Not_Performed,67.0
Maryland,2024,A_Subtype_Not_Performed,364.0
Massachusetts,2015,A_Subtype_Not_Performed,0.0
Massachusetts,2016,A_Subtype_Not_Performed,0.0
Massachusetts,2017,A_Subtype_Not_Performed,0.0
Massachusetts,2018,A_Subtype_Not_Performed,11.0
Massachusetts,2019,A_Subtype_Not_Performed,1.0
