Year,Week,Total_Specimens,Total_A,Total_B,Percent_Positive,Data_Type,Total_A_H1,Total_A_H3,Weighted_ILI
2015,6,26994,,869,15.5479,Combined_Labs,0.0,1746.0,3.26527
2015,7,24293,,1010,13.8723,Combined_Labs,0.0,1242.0,2.93083
2015,8,22294,,1127,12.7344,Combined_Labs,0.0,954.0,2.54474
2015,9,20420,,1352,13.1685,Combined_Labs,0.0,774.0,2.47227
2015,10,19845,,1656,12.7337,Combined_Labs,0.0,458.0,2.35665
2015,11,18419,,1565,11.9931,Combined_Labs,0.0,340.0,2.17008
2015,12,16980,,1479,11.2485,Combined_Labs,0.0,227.0,2.04297
2015,13,15125,,1377,11.0281,Combined_Labs,0.0,168.0,1.954
2015,14,14743,,1272,9.99797,Combined_Labs,0.0,87.0,1.72287
2015,15,13389,,969,8.41736,Combined_Labs,0.0,66.0,1.53694
2015,16,11873,,683,6.51057,Combined_Labs,0.0,48.0,1.38283
2015,17,10770,,544,5.66388,Combined_Labs,0.0,26.0,1.46265
2015,18,9784,,494,5.38635,Combined_Labs,0.0,12.0,1.38934
2015,19,9188,,340,4.17936,Combined_Labs,0.0,16.0,1.3468
2015,20,8412,,267,3.66144,Combined_Labs,0.0,21.0,1.25452
2015,21,7748,,184,2.91688,Combined_Labs,0.0,20.0,1.21636
2015,22,6993,,152,2.7742,Combined_Labs,0.0,20.0,1.16734
2015,23,6725,,129,2.64684,Combined_Labs,0.0,20.0,1.04654
2015,24,6133,,78,2.4784,Combined_Labs,0.0,50.0,0.943661
2015,25,5558,,46,2.17704,Combined_Labs,0.0,51.0,0.935046
2015,26,5248,,33,2.45808,Combined_Labs,0.0,59.0,0.934726
2015,27,5260,,36,1.88213,Combined_Labs,0.0,40.0,0.864118
2015,28,5039,,37,1.70669,Combined_Labs,0.0,35.0,0.806535
2015,29,4811,,21,1.51736,Combined_Labs,0.0,31.0,0.742747
2015,30,4785,,9,1.5256,Combined_Labs,0.0,44.0,0.737859
2015,31,4790,,18,1.94154,Combined_Labs,0.0,50.0,0.743224
2015,32,4910,,14,1.64969,Combined_Labs,0.0,34.0,0.805251
2015,33,5170,,16,1.89555,Combined_Labs,0.0,55.0,0.816943
2015,34,5381,,20,1.85839,Combined_Labs,0.0,44.0,0.814518
2015,35,6115,,29,2.2731,Combined_Labs,0.0,64.0,0.86067
2015,36,6786,,38,2.18096,Combined_Labs,0.0,74.0,0.886704
2015,37,7694,,47,2.57343,Combined_Labs,0.0,91.0,1.00845
2015,38,8855,,46,1.88594,Combined_Labs,0.0,58.0,1.06625
2015,39,9876,,59,2.04536,Combined_Labs,0.0,77.0,1.05995
