Year,Total_A,Total_B,Total_A_H1,Total_A_H3,Weighted_ILI,Percent_Positive,State
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,New Mexico
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,New Mexico
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,New Mexico
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,New Mexico
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,New Mexico
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,New Mexico
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,New Mexico
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,New Mexico
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,New Mexico
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,New Mexico
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,New Mexico
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,New Mexico
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,New Mexico
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,New Mexico
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,New York
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,New York
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,New York
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,New York
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,New York
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,New York
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,New York
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,New York
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,New York
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,New York
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,New York
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,New York
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,New York
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,New York
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,New York
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,New York
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,New York
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,New York
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,New York
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,New York
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,New York
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,New York
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,New York
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,New York
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,New York
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,New York
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,New York City
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,New York City
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,New York City
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,New York City
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,New York City
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,New York City
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,New York City
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,New York City
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,New York City
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,New York City
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,New York City
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,New York City
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,New York City
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,New York City
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,New York City
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,New York City
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,New York City
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,New York City
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,New York City
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,New York City
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,New York City
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,New York City
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,New York City
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,New York City
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,New York City
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,New York City
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,North Carolina
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,North Carolina
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,North Carolina
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,North Carolina
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,North Carolina
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,North Carolina
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,North Carolina
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,North Carolina
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,North Carolina
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,North Carolina
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,North Carolina
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,North Carolina
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,North Carolina
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,North Carolina
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,North Carolina
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,North Carolina
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,North Carolina
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,North Carolina
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,North Carolina
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,North Carolina
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,North Carolina
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,North Carolina
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,North Carolina
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,North Carolina
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,North Carolina
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,North Carolina
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,North Dakota
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,North Dakota
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,North Dakota
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,North Dakota
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,North Dakota
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,North Dakota
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,North Dakota
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,North Dakota
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,North Dakota
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,North Dakota
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,North Dakota
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,North Dakota
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,North Dakota
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,North Dakota
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,North Dakota
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,North Dakota
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,North Dakota
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,North Dakota
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,North Dakota
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,North Dakota
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,North Dakota
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,North Dakota
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,North Dakota
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,North Dakota
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,North Dakota
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,North Dakota
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Ohio
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Ohio
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Ohio
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Ohio
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Ohio
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Ohio
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Ohio
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Ohio
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Ohio
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Ohio
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Ohio
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Ohio
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Ohio
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Ohio
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Ohio
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Ohio
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Ohio
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Ohio
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Ohio
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Ohio
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Ohio
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Ohio
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Ohio
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Ohio
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Ohio
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Ohio
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Oklahoma
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Oklahoma
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Oklahoma
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Oklahoma
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Oklahoma
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Oklahoma
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Oklahoma
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Oklahoma
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Oklahoma
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Oklahoma
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Oklahoma
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Oklahoma
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Oklahoma
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Oklahoma
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Oklahoma
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Oklahoma
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Oklahoma
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Oklahoma
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Oklahoma
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Oklahoma
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Oklahoma
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Oklahoma
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Oklahoma
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Oklahoma
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Oklahoma
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Oklahoma
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Oregon
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Oregon
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Oregon
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Oregon
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Oregon
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Oregon
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Oregon
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Oregon
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Oregon
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Oregon
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Oregon
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Oregon
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Oregon
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Oregon
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Oregon
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Oregon
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Oregon
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Oregon
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Oregon
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Oregon
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Oregon
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Oregon
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Oregon
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Oregon
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Oregon
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Oregon
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Pennsylvania
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Pennsylvania
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Pennsylvania
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Pennsylvania
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Pennsylvania
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Pennsylvania
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Pennsylvania
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Pennsylvania
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Pennsylvania
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Pennsylvania
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Pennsylvania
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Pennsylvania
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Pennsylvania
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Pennsylvania
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Pennsylvania
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Pennsylvania
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Pennsylvania
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Pennsylvania
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Pennsylvania
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Pennsylvania
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Pennsylvania
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Pennsylvania
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Pennsylvania
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Pennsylvania
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Pennsylvania
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Pennsylvania
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Puerto Rico
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Puerto Rico
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Puerto Rico
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Puerto Rico
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Puerto Rico
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Puerto Rico
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Puerto Rico
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Puerto Rico
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Puerto Rico
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Puerto Rico
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Puerto Rico
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Puerto Rico
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Puerto Rico
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Puerto Rico
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Puerto Rico
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Puerto Rico
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Puerto Rico
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Puerto Rico
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Puerto Rico
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Puerto Rico
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Puerto Rico
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Puerto Rico
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Puerto Rico
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Puerto Rico
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Puerto Rico
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Puerto Rico
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Rhode Island
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Rhode Island
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Rhode Island
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Rhode Island
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Rhode Island
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Rhode Island
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Rhode Island
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Rhode Island
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Rhode Island
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Rhode Island
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Rhode Island
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Rhode Island
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Rhode Island
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Rhode Island
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Rhode Island
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Rhode Island
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Rhode Island
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Rhode Island
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Rhode Island
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Rhode Island
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Rhode Island
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Rhode Island
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Rhode Island
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Rhode Island
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Rhode Island
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Rhode Island
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,South Carolina
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,South Carolina
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,South Carolina
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,South Carolina
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,South Carolina
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,South Carolina
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,South Carolina
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,South Carolina
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,South Carolina
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,South Carolina
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,South Carolina
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,South Carolina
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,South Carolina
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,South Carolina
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,South Carolina
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,South Carolina
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,South Carolina
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,South Carolina
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,South Carolina
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,South Carolina
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,South Carolina
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,South Carolina
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,South Carolina
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,South Carolina
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,South Carolina
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,South Carolina
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,South Dakota
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,South Dakota
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,South Dakota
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,South Dakota
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,South Dakota
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,South Dakota
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,South Dakota
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,South Dakota
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,South Dakota
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,South Dakota
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,South Dakota
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,South Dakota
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,South Dakota
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,South Dakota
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,South Dakota
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,South Dakota
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,South Dakota
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,South Dakota
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,South Dakota
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,South Dakota
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,South Dakota
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,South Dakota
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,South Dakota
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,South Dakota
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,South Dakota
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,South Dakota
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Tennessee
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Tennessee
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Tennessee
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Tennessee
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Tennessee
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Tennessee
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Tennessee
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Tennessee
