Year,Total_A,Total_B,Total_A_H1,Total_A_H3,Weighted_ILI,Percent_Positive,State
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Tennessee
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Tennessee
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Tennessee
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Tennessee
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Tennessee
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Tennessee
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Tennessee
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Tennessee
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Tennessee
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Tennessee
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Tennessee
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Tennessee
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Tennessee
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Tennessee
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Tennessee
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Tennessee
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Tennessee
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Tennessee
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Texas
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Texas
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Texas
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Texas
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Texas
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Texas
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Texas
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Texas
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Texas
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Texas
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Texas
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Texas
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Texas
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Texas
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Texas
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Texas
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Texas
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Texas
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Texas
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Texas
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Texas
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Texas
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Texas
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Texas
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Texas
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Texas
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Utah
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Utah
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Utah
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Utah
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Utah
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Utah
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Utah
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Utah
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Utah
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Utah
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Utah
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Utah
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Utah
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Utah
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Utah
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Utah
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Utah
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Utah
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Utah
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Utah
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Utah
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Utah
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Utah
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Utah
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Utah
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Utah
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Vermont
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Vermont
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Vermont
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Vermont
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Vermont
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Vermont
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Vermont
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Vermont
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Vermont
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Vermont
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Vermont
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Vermont
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Vermont
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Vermont
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Vermont
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Vermont
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Vermont
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Vermont
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Vermont
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Vermont
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Vermont
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Vermont
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Vermont
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Vermont
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Vermont
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Vermont
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Virgin Islands
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Virgin Islands
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Virgin Islands
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Virgin Islands
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Virgin Islands
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Virgin Islands
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Virgin Islands
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Virgin Islands
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Virgin Islands
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Virgin Islands
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Virgin Islands
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Virgin Islands
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Virgin Islands
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Virgin Islands
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Virgin Islands
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Virgin Islands
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Virgin Islands
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Virgin Islands
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Virgin Islands
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Virgin Islands
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Virgin Islands
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Virgin Islands
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Virgin Islands
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Virgin Islands
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Virgin Islands
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Virgin Islands
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Virginia
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Virginia
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Virginia
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Virginia
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Virginia
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Virginia
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Virginia
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Virginia
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Virginia
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Virginia
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Virginia
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Virginia
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Virginia
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Virginia
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Virginia
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Virginia
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Virginia
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Virginia
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Virginia
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Virginia
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Virginia
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Virginia
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Virginia
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Virginia
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Virginia
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Virginia
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Washington
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Washington
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Washington
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Washington
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Washington
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Washington
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Washington
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Washington
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Washington
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Washington
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Washington
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Washington
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Washington
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Washington
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Washington
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Washington
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Washington
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Washington
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Washington
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Washington
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Washington
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Washington
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Washington
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Washington
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Washington
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Washington
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,West Virginia
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,West Virginia
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,West Virginia
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,West Virginia
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,West Virginia
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,West Virginia
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,West Virginia
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,West Virginia
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,West Virginia
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,West Virginia
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,West Virginia
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,West Virginia
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,West Virginia
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,West Virginia
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,West Virginia
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,West Virginia
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,West Virginia
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,West Virginia
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,West Virginia
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,West Virginia
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,West Virginia
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,West Virginia
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,West Virginia
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,West Virginia
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,West Virginia
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,West Virginia
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Wisconsin
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Wisconsin
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Wisconsin
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Wisconsin
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Wisconsin
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Wisconsin
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Wisconsin
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Wisconsin
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Wisconsin
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Wisconsin
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Wisconsin
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Wisconsin
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Wisconsin
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Wisconsin
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Wisconsin
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Wisconsin
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Wisconsin
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Wisconsin
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Wisconsin
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Wisconsin
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Wisconsin
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Wisconsin
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Wisconsin
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Wisconsin
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Wisconsin
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Wisconsin
2000,0.0,419,456.0,17.0,1.7578723076923075,3.9782586230769232,Wyoming
2001,0.0,4508,1650.0,361.0,1.2487777115384615,4.386911594230769,Wyoming
2002,0.0,2753,126.0,4169.0,1.296634423076923,6.884425865384615,Wyoming
2003,0.0,3822,2239.0,7345.0,1.9050694528301888,10.978168037735848,Wyoming
2004,0.0,557,3.0,1732.0,1.0618010576923078,2.1821551346153845,Wyoming
2005,0.0,5880,25.0,6209.0,1.8301337500000001,6.731914657692308,Wyoming
2006,0.0,5040,1309.0,4155.0,1.5527661923076923,7.657244288461538,Wyoming
2007,0.0,4880,3698.0,2532.0,1.5116754423076924,7.255686634615385,Wyoming
2008,0.0,12284,2485.0,6925.0,1.6613001886792453,7.3487879018867925,Wyoming
2009,0.0,11205,7931.0,4820.0,2.8544359615384614,22.829028846153847,Wyoming
2010,0.0,3587,3.0,3670.0,1.4181392307692309,4.43762,Wyoming
2011,0.0,11440,0.0,15299.0,1.684833173076923,8.111643942307692,Wyoming
2012,0.0,10609,0.0,26626.0,1.6803308269230768,13.094145769230769,Wyoming
2013,0.0,18391,0.0,20439.0,1.8015218653846152,11.124081153846154,Wyoming
2014,0.0,11228,0.0,30913.0,1.9159501132075472,11.97702358490566,Wyoming
2015,1830.0,20028,0.0,26708.0,1.7189015769230769,6.124411923076924,Wyoming
2016,56710.0,24566,0.0,0.0,1.688771480769231,6.380545403846154,Wyoming
2017,117405.0,45625,0.0,0.0,2.114489826923077,9.078227115384616,Wyoming
2018,147794.0,72590,0.0,0.0,2.3576730961538463,8.471558846153846,Wyoming
2019,166191.0,48951,0.0,0.0,2.397888403846154,9.634965,Wyoming
2020,117763.0,78854,0.0,0.0,2.4279453773584905,5.750905867924528,Wyoming
2021,29469.0,1517,0.0,0.0,1.6943894807692308,0.609581998076923,Wyoming
2022,424433.0,3827,0.0,0.0,2.8839148076923076,6.7702420192307695,Wyoming
2023,124683.0,30887,0.0,0.0,2.4597671153846155,2.7413008076923076,Wyoming
2024,217319.0,88821,0.0,0.0,2.7416696153846156,5.540835423076923,Wyoming
2025,350577.0,29567,0.0,0.0,5.773715,21.882458333333332,Wyoming
