"ds","trend","additive_terms","additive_terms_lower","additive_terms_upper","yearly","yearly_lower","yearly_upper","multiplicative_terms","multiplicative_terms_lower","multiplicative_terms_upper","yhat_lower","yhat_upper","trend_lower","trend_upper","yhat","State"
2020-01-01,-655.998798066164,1167.34562999965,1167.34562999965,1167.34562999965,1167.34562999965,1167.34562999965,1167.34562999965,0,0,0,6.82205640768195,991.64786023941,-655.998798066164,-655.998798066164,511.346831933485,"Alaska"
2021-01-01,-770.685171815374,1492.94092237014,1492.94092237014,1492.94092237014,1492.94092237014,1492.94092237014,1492.94092237014,0,0,0,248.123133377385,1204.002779804,-770.685171815374,-770.685171815374,722.255750554767,"Alaska"
2022-01-01,-885.058194774763,1387.74619136669,1387.74619136669,1387.74619136669,1387.74619136669,1387.74619136669,1387.74619136669,0,0,0,-44.8908907290242,1031.90334650941,-885.058194774763,-885.058194774763,502.687996591927,"Alaska"
2023-01-01,-999.431217755523,1279.16999373187,1279.16999373187,1279.16999373187,1279.16999373187,1279.16999373187,1279.16999373187,0,0,0,-217.409027455969,765.712619912985,-999.431217755523,-999.431217755523,279.738775976345,"Alaska"
2024-01-01,-1113.80424073628,1167.34562999935,1167.34562999935,1167.34562999935,1167.34562999935,1167.34562999935,1167.34562999935,0,0,0,-470.765565438588,560.916600078722,-1113.80424073628,-1113.80424073628,53.5413892630688,"Alaska"
2025-01-01,-1228.49061446493,1492.94092237035,1492.94092237035,1492.94092237035,1492.94092237035,1492.94092237035,1492.94092237035,0,0,0,-243.857357733518,774.793733723934,-1228.49061549447,-1228.49061318916,264.450307905416,"Alaska"
2026-01-01,-1342.86363744569,1387.74619136659,1387.74619136659,1387.74619136659,1387.74619136659,1387.74619136659,1387.74619136659,0,0,0,-495.388653622409,555.222417496287,-1342.86364117052,-1342.86363296021,44.8825539208997,"Alaska"
2027-01-01,-1457.23666042645,1279.16999373149,1279.16999373149,1279.16999373149,1279.16999373149,1279.16999373149,1279.16999373149,0,0,0,-694.583485335088,328.562410406817,-1457.2366678008,-1457.23665178589,-178.066666694964,"Alaska"
2028-01-01,-1571.60968340721,1167.34562999972,1167.34562999972,1167.34562999972,1167.34562999972,1167.34562999972,1167.34562999972,0,0,0,-925.471900177823,104.040807556846,-1571.60969453398,-1571.60967015041,-404.26405340749,"Alaska"
2029-01-01,-1686.29605713587,1492.94092237011,1492.94092237011,1492.94092237011,1492.94092237011,1492.94092237011,1492.94092237011,0,0,0,-702.393364970174,271.447808866746,-1686.29607400728,-1686.29603745473,-193.355134765758,"Alaska"
2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"American Samoa"
2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"American Samoa"
2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"American Samoa"
2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"American Samoa"
2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"American Samoa"
2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"American Samoa"
2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"American Samoa"
2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"American Samoa"
2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"American Samoa"
2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"American Samoa"
2025-01-01,0,0,0,0,0,0,0,0,0,0,-6.17349413920251e-10,5.52202605852179e-10,-6.17349413920251e-10,5.52202605852179e-10,0,"American Samoa"
2026-01-01,0,0,0,0,0,0,0,0,0,0,-2.1774577620931e-09,2.17635119966402e-09,-2.1774577620931e-09,2.17635119966402e-09,0,"American Samoa"
2027-01-01,0,0,0,0,0,0,0,0,0,0,-4.55757832234996e-09,4.31724212949642e-09,-4.55757832234996e-09,4.31724212949642e-09,0,"American Samoa"
2028-01-01,0,0,0,0,0,0,0,0,0,0,-7.29816352564792e-09,7.18399156837217e-09,-7.29816352564792e-09,7.18399156837217e-09,0,"American Samoa"
2029-01-01,0,0,0,0,0,0,0,0,0,0,-1.05953516909489e-08,1.01128443836754e-08,-1.05953516909489e-08,1.01128443836754e-08,0,"American Samoa"
2015-01-01,114.302115917782,2251.81344730161,2251.81344730161,2251.81344730161,2251.81344730161,2251.81344730161,2251.81344730161,0,0,0,1672.79562947663,2992.52336823743,114.302115917782,114.302115917782,2366.1155632194,"Arizona"
2016-01-01,-134.481655722397,1972.51574479801,1972.51574479801,1972.51574479801,1972.51574479801,1972.51574479801,1972.51574479801,0,0,0,1174.78294518059,2541.0867995149,-134.481655722397,-134.481655722397,1838.03408907561,"Arizona"
2017-01-01,-383.947026553063,2810.29412724838,2810.29412724838,2810.29412724838,2810.29412724838,2810.29412724838,2810.29412724838,0,0,0,1723.99581796401,3093.49103559768,-383.947026553063,-383.947026553063,2426.34710069531,"Arizona"
2018-01-01,-632.730798076374,2531.1862400253,2531.1862400253,2531.1862400253,2531.1862400253,2531.1862400253,2531.1862400253,0,0,0,1268.83762833208,2551.73925906672,-632.730798076374,-632.730798076374,1898.45544194893,"Arizona"
2019-01-01,-881.514569832421,2251.8134473014,2251.8134473014,2251.8134473014,2251.8134473014,2251.8134473014,2251.8134473014,0,0,0,670.805587427342,2026.19177306914,-881.514569832421,-881.514569832421,1370.29887746897,"Arizona"
2020-01-01,-1130.2983418065,1972.51574479845,1972.51574479845,1972.51574479845,1972.51574479845,1972.51574479845,1972.51574479845,0,0,0,173.588896617491,1526.83904539094,-1130.2983418065,-1130.2983418065,842.217402991948,"Arizona"
2021-01-01,-1379.76371301013,2810.29412724785,2810.29412724785,2810.29412724785,2810.29412724785,2810.29412724785,2810.29412724785,0,0,0,781.568451906999,2084.01163494578,-1379.76371301013,-1379.76371301013,1430.53041423773,"Arizona"
2022-01-01,-1628.5474845129,2531.18624002495,2531.18624002495,2531.18624002495,2531.18624002495,2531.18624002495,2531.18624002495,0,0,0,232.531603212778,1547.71025388199,-1628.5474845129,-1628.5474845129,902.638755512052,"Arizona"
2023-01-01,-1877.33125609634,2251.81344730198,2251.81344730198,2251.81344730198,2251.81344730198,2251.81344730198,2251.81344730198,0,0,0,-326.240420850832,1020.97511974129,-1877.33125609634,-1877.33125609634,374.482191205632,"Arizona"
2024-01-01,-2126.11502767979,1972.51574479779,1972.51574479779,1972.51574479779,1972.51574479779,1972.51574479779,1972.51574479779,0,0,0,-844.274563692761,572.249555433002,-2126.11502767979,-2126.11502767979,-153.599282882007,"Arizona"
2025-01-01,-2375.58039863744,2810.29412724845,2810.29412724845,2810.29412724845,2810.29412724845,2810.29412724845,2810.29412724845,0,0,0,-240.973290155585,1123.29011139754,-2375.58040061423,-2375.58039645651,434.713728611005,"Arizona"
2026-01-01,-2624.36417022089,2531.1862400247,2531.1862400247,2531.1862400247,2531.1862400247,2531.1862400247,2531.1862400247,0,0,0,-814.423623912277,599.674789022944,-2624.36417764171,-2624.36416327365,-93.1779301961942,"Arizona"
2027-01-01,-2873.14794180434,2251.81344730106,2251.81344730106,2251.81344730106,2251.81344730106,2251.81344730106,2251.81344730106,0,0,0,-1292.52171864754,47.0000248963381,-2873.14795765309,-2873.14792834825,-621.334494503283,"Arizona"
2028-01-01,-3121.93171338779,1972.51574479865,1972.51574479865,1972.51574479865,1972.51574479865,1972.51574479865,1972.51574479865,0,0,0,-1845.51261206102,-437.004129032058,-3121.9317388568,-3121.93169229691,-1149.41596858914,"Arizona"
